Date,Region,Product,Channel,Revenue,Units,Cost,Profit,Ad Spend,Complaints,Returns
2024-07-03,East,Phone,Retail,67890,73,41387.36,26502.64,3830,24,7
2024-02-07,North,Camera,Online,1536,2,867.41,668.59,1990,30,6
2024-09-16,East,Camera,Retail,66990,55,41579.57,25410.43,9791,17,9
2024-03-19,East,Laptop,Retail,11253,11,8735.45,2517.55,3545,17,5
2024-07-19,North,Tablet,Distributor,69832,56,54889.93,14942.07,4909,1,3
2024-02-14,West,Laptop,Retail,88717,79,45823.09,42893.91,3877,3,0
2024-12-28,South,Laptop,Online,94400,64,57018.69,37381.31,9474,25,4
2024-03-26,East,Phone,Distributor,139400,100,80939.73,58460.27,2934,24,0
2024-06-20,West,Tablet,Distributor,6921,9,4939.5,1981.5,2262,15,7
2024-09-18,East,Laptop,Retail,48910,73,29850.08,19059.92,5179,24,1
2024-10-20,North,Phone,Distributor,33132,66,17003.72,16128.28,1201,7,0
2024-08-29,East,Headphones,Online,33419,23,26337.6,7081.4,1579,17,10
2024-08-02,South,Tablet,Online,77598,54,55566.87,22031.13,5444,26,1
2024-10-19,East,Laptop,Distributor,123801,87,63856.76,59944.24,4656,25,8
2024-01-24,West,Laptop,Retail,47804,37,36018.11,11785.89,6362,2,8
2024-08-21,North,Tablet,Online,40926,38,30095.02,10830.98,4974,14,5
2024-10-29,West,Phone,Distributor,89460,70,66092.34,23367.66,3466,0,6
2024-01-13,South,Camera,Retail,111438,82,78902.37,32535.63,1157,30,5
2024-01-01,West,Tablet,Online,28134,27,22364.69,5769.31,7878,15,0
2024-03-13,East,Laptop,Online,42540,30,32060.33,10479.67,7767,22,5
2024-08-22,North,Camera,Online,41340,65,28572.75,12767.25,7461,2,9
2024-10-17,North,Headphones,Distributor,12614,17,7410.76,5203.24,6161,29,6
2024-12-24,East,Tablet,Retail,25865,35,13512.04,12352.96,4321,4,9
2024-02-25,South,Laptop,Online,56666,58,33671.5,22994.5,2978,17,5
2024-04-16,West,Tablet,Retail,46648,34,25002.12,21645.88,3582,25,10
2024-06-04,North,Phone,Retail,11267,19,8037.28,3229.72,6828,12,8
2024-01-26,East,Tablet,Online,5896,4,3663.29,2232.71,8408,17,8
2024-05-07,North,Headphones,Online,11232,18,5656.29,5575.71,4641,4,3
2024-07-24,East,Laptop,Distributor,58140,76,45071.79,13068.21,2228,0,1
2024-04-11,West,Phone,Online,26875,43,13781.74,13093.26,8552,1,2
2024-10-20,West,Headphones,Retail,3564,4,2512.49,1051.51,3831,11,3
2024-04-05,East,Tablet,Retail,10700,20,7321.28,3378.72,5026,20,4
2024-09-12,West,Camera,Retail,4712,8,2751.49,1960.51,3248,13,3
2024-11-25,South,Camera,Online,63700,49,45482.51,18217.49,8859,17,7
2024-06-25,East,Headphones,Retail,12624,24,7519.65,5104.35,4588,0,4
2024-01-30,West,Camera,Retail,108702,99,86948.74,21753.26,3615,3,3
2024-12-02,South,Tablet,Distributor,52915,95,38586.41,14328.59,4594,18,6
2024-06-30,South,Phone,Online,62700,76,46514.81,16185.19,6878,29,9
2024-01-15,East,Camera,Distributor,20444,19,16038.53,4405.47,9064,17,4
2024-03-30,West,Laptop,Online,5904,8,4017.67,1886.33,1326,16,7
2024-01-01,East,Camera,Online,14416,17,10308.61,4107.39,6301,1,0
2024-03-16,South,Laptop,Distributor,69701,47,36367.16,33333.84,7481,18,1
2024-06-21,East,Tablet,Online,26229,21,20579.48,5649.52,8982,20,5
2024-03-30,East,Phone,Distributor,101384,76,56025.35,45358.65,6026,23,4
2024-03-06,South,Laptop,Distributor,66600,74,50298.12,16301.88,1530,5,9
2024-06-11,South,Camera,Online,41216,64,24702.83,16513.17,2274,7,5
2024-06-12,South,Laptop,Distributor,99244,86,71335.18,27908.82,6500,14,0
2024-05-15,South,Phone,Distributor,7722,9,4455.57,3266.43,2770,23,0
2024-01-25,West,Headphones,Distributor,80568,54,44304.47,36263.53,7783,15,6
2024-06-28,West,Laptop,Retail,86284,74,62769.29,23514.71,4695,5,7
2024-02-07,North,Tablet,Online,31447,41,24701.58,6745.42,2215,10,2
2024-07-11,South,Laptop,Distributor,10152,12,6885.18,3266.82,8909,22,0
2024-08-08,South,Camera,Retail,11634,21,6170.41,5463.59,4367,6,6
2024-12-22,East,Tablet,Retail,18538,31,9545.04,8992.96,9043,4,0
2024-07-03,North,Headphones,Online,51034,38,35652.66,15381.34,8869,6,1
2024-01-14,South,Phone,Distributor,57000,38,29901.11,27098.89,2892,9,6
2024-08-29,West,Tablet,Online,87731,83,54064.94,33666.06,7078,28,6
2024-07-08,South,Headphones,Online,32300,34,20656.41,11643.59,4706,26,4
2024-10-15,North,Phone,Distributor,51514,86,27081.54,24432.46,6632,25,8
2024-07-30,South,Camera,Online,66900,50,43938.23,22961.77,9773,21,7
2024-10-20,South,Headphones,Retail,9944,11,7665.16,2278.84,1568,16,9
2024-09-21,South,Laptop,Retail,33833,23,26907.74,6925.26,4471,25,3
2024-03-05,North,Headphones,Online,83160,88,46617.48,36542.52,3422,26,9
2024-05-12,East,Laptop,Online,53450,50,33096.59,20353.41,6343,27,4
2024-09-23,West,Laptop,Distributor,88080,80,57848.18,30231.82,7874,3,6
2024-03-17,South,Camera,Distributor,95700,75,75550.32,20149.68,2641,29,1
2024-10-15,North,Tablet,Distributor,62910,45,39209.73,23700.27,7275,20,7
2024-10-19,West,Laptop,Online,32832,36,17832.89,14999.11,7581,1,6
2024-06-18,South,Laptop,Distributor,87962,61,51068.57,36893.43,7102,0,5
2024-06-04,East,Tablet,Retail,108090,90,57229.9,50860.1,4734,4,4
2024-08-14,East,Tablet,Distributor,60426,54,41915.49,18510.51,4079,14,3
2024-07-27,West,Camera,Retail,8216,8,6058.87,2157.13,2075,9,8
2024-07-25,South,Camera,Distributor,2708,4,1510.6,1197.4,4288,26,0
2024-05-07,North,Headphones,Online,57387,47,32121.39,25265.61,7035,26,7
2024-09-15,West,Laptop,Distributor,2988,4,1827.88,1160.12,8308,5,7
2024-10-27,East,Tablet,Online,43044,34,32251.19,10792.81,2480,9,0
2024-07-16,North,Phone,Distributor,148800,100,83967.18,64832.82,4626,20,3
2024-12-12,South,Tablet,Distributor,54325,53,27489.3,26835.7,1145,15,2
2024-11-27,South,Camera,Online,21982,29,15002.78,6979.22,6004,22,10
2024-05-20,West,Headphones,Retail,44722,59,25288.62,19433.38,5950,21,8
2024-11-15,West,Camera,Online,1023,1,818.22,204.78,7131,17,10
2024-10-31,East,Tablet,Distributor,13902,14,7217.24,6684.76,5529,20,5
2024-05-21,East,Tablet,Online,20580,20,15016.04,5563.96,1930,25,9
2024-07-25,East,Phone,Distributor,4684,4,3040.91,1643.09,5843,8,6
2024-07-26,West,Laptop,Distributor,98735,91,73538.26,25196.74,6622,23,3
2024-12-17,West,Tablet,Distributor,53235,39,29332.27,23902.73,3967,9,1
2024-08-29,South,Tablet,Distributor,92232,72,71367.96,20864.04,6499,20,1
2024-04-23,East,Phone,Distributor,37200,40,27395.09,9804.91,6428,11,4
2024-10-26,East,Headphones,Online,33794,61,25680.67,8113.33,2166,15,3
2024-09-13,North,Headphones,Distributor,35997,39,18582.32,17414.68,3470,4,3
2024-06-24,West,Camera,Retail,15637,19,11864.08,3772.92,3954,24,1
2024-09-06,East,Phone,Retail,45838,82,22983.82,22854.18,5481,6,2
2024-10-22,South,Headphones,Online,19193,17,12093.77,7099.23,8035,12,6
2024-09-01,West,Laptop,Online,48576,69,34935.75,13640.25,1230,28,5
2024-09-28,South,Laptop,Distributor,1141,1,821.61,319.39,4707,22,5
2024-06-08,South,Laptop,Retail,71630,65,42393.11,29236.89,2069,26,0
2024-06-01,East,Headphones,Distributor,74370,67,48878.59,25491.41,8105,28,10
2024-03-09,East,Headphones,Retail,67124,97,36882.29,30241.71,7609,0,3
2024-04-24,South,Phone,Distributor,3309,3,2155.45,1153.55,3017,11,10
2024-01-20,West,Tablet,Distributor,43920,80,29785.54,14134.46,1785,21,1
2024-11-30,North,Laptop,Distributor,13890,15,8796.46,5093.54,3024,17,4
2024-08-30,South,Phone,Distributor,100760,88,50661.26,50098.74,7895,21,1
2024-12-05,East,Camera,Distributor,57600,90,36037.31,21562.69,2718,16,9
2024-03-01,East,Laptop,Online,44992,64,30716.06,14275.94,5308,26,8
2024-04-13,East,Headphones,Retail,11340,21,7534.77,3805.23,4402,22,7
2024-06-18,South,Laptop,Online,50826,86,39240.93,11585.07,9095,4,1
2024-09-18,North,Laptop,Retail,61088,83,38914.61,22173.39,5850,8,7
2024-01-26,North,Phone,Online,32984,38,24423.95,8560.05,6123,13,1
2024-02-18,North,Laptop,Online,98770,85,54437.45,44332.55,6857,28,7
2024-11-14,East,Laptop,Retail,30228,44,16146.27,14081.73,7557,30,7
2024-05-19,West,Headphones,Retail,118188,84,87349.54,30838.46,2852,4,0
2024-03-22,North,Headphones,Distributor,81902,62,54930.28,26971.72,8178,5,9
2024-07-13,East,Camera,Online,123288,88,92658.45,30629.55,3140,15,7
2024-02-27,West,Headphones,Online,6903,9,4807.88,2095.12,1202,22,10
2024-09-25,South,Tablet,Distributor,80668,67,57288.32,23379.68,2560,13,10
2024-05-07,West,Tablet,Distributor,100572,87,61898.34,38673.66,1894,0,10
2024-03-21,West,Headphones,Online,12690,10,8216.7,4473.3,4946,10,4
2024-01-26,South,Camera,Distributor,44688,49,33298.41,11389.59,2291,14,7
2024-10-20,West,Laptop,Retail,47734,58,25566.91,22167.09,9148,23,10
2024-01-10,North,Headphones,Retail,5350,5,3556.3,1793.7,2489,25,9
2024-11-12,East,Camera,Distributor,31590,27,22158.56,9431.44,6584,11,0
2024-04-24,West,Tablet,Distributor,112266,99,76339.23,35926.77,6952,22,7
2024-02-28,North,Phone,Online,37972,44,28439.71,9532.29,5783,17,8
2024-07-10,North,Laptop,Online,41152,64,30722.09,10429.91,7704,3,4
2024-11-08,South,Phone,Online,36720,51,23394.82,13325.18,4122,22,5
2024-02-25,West,Laptop,Distributor,95874,87,51481.05,44392.95,8381,14,10
2024-10-28,South,Headphones,Online,85204,68,43843.55,41360.45,8091,26,9
2024-09-04,South,Camera,Online,125396,94,67527.57,57868.43,7347,21,9
2024-11-06,East,Camera,Retail,60642,54,46983.79,13658.21,5067,8,6
2024-06-24,East,Headphones,Online,16596,18,11297.85,5298.15,9393,9,8
2024-06-09,South,Phone,Online,98480,80,57824.88,40655.12,6657,29,10
2024-03-08,South,Camera,Distributor,102528,89,61179.94,41348.06,2890,24,5
2024-10-14,West,Camera,Distributor,105522,86,65976.93,39545.07,9747,9,6
2024-01-07,North,Laptop,Retail,10526,19,7379.53,3146.47,4275,8,2
2024-05-26,East,Phone,Online,115967,89,68251.47,47715.53,9866,1,5
2024-08-19,North,Camera,Distributor,102125,95,77559.08,24565.92,7371,7,8
2024-12-22,East,Laptop,Retail,46300,50,36438.59,9861.41,6122,30,8
2024-01-28,North,Tablet,Online,111120,80,81592.91,29527.09,8259,26,3
2024-11-20,East,Camera,Distributor,106115,95,59311.99,46803.01,4170,9,7
2024-03-31,North,Phone,Online,97470,95,52225.02,45244.98,1665,13,4
2024-10-11,East,Phone,Online,102450,75,59062.92,43387.08,6415,14,2
2024-01-21,South,Tablet,Distributor,9044,7,7051.74,1992.26,5934,15,9
2024-10-08,East,Laptop,Distributor,42558,41,24087.34,18470.66,4012,16,1
2024-09-15,South,Headphones,Distributor,62997,69,33236.19,29760.81,4624,28,3
2024-12-05,East,Tablet,Retail,27474,38,21569.63,5904.37,9691,15,8
2024-11-28,North,Laptop,Distributor,43020,45,24611.93,18408.07,4994,30,0
2024-12-15,East,Headphones,Online,38100,50,25224.91,12875.09,5633,0,8
2024-07-10,West,Headphones,Online,53922,38,37500.51,16421.49,6248,16,1
2024-02-19,South,Camera,Distributor,1141,1,592.91,548.09,4492,27,10
2024-08-05,North,Phone,Distributor,125910,90,99829.91,26080.09,8130,20,1
2024-12-17,South,Laptop,Retail,77188,92,39471.31,37716.69,2200,1,2
2024-05-08,North,Camera,Online,31178,34,19218.42,11959.58,7626,13,5
2024-01-09,West,Laptop,Distributor,1156,1,827.8,328.2,2036,24,9
2024-01-24,North,Tablet,Distributor,11144,14,8202.74,2941.26,5937,19,1
2024-05-24,West,Headphones,Retail,45135,85,28985.53,16149.47,9740,7,2
2024-07-19,East,Phone,Retail,122496,87,94842.61,27653.39,7113,30,0
2024-10-10,South,Laptop,Online,1086,1,737.39,348.61,9800,17,1
2024-06-05,South,Tablet,Online,75631,53,52471.23,23159.77,9397,4,2
2024-04-04,South,Camera,Retail,15425,25,8551.73,6873.27,1891,27,8
2024-08-24,North,Tablet,Distributor,6804,9,3602.45,3201.55,8982,30,5
2024-07-01,South,Phone,Online,41958,37,21857.71,20100.29,4170,10,7
2024-08-18,East,Camera,Distributor,48400,40,32682.15,15717.85,6971,25,5
2024-08-07,South,Laptop,Retail,41728,32,23637.15,18090.85,8145,8,5
2024-03-09,East,Headphones,Retail,50286,58,36830.98,13455.02,8978,17,1
2024-03-30,North,Tablet,Online,48369,69,28004.22,20364.78,2252,23,1
2024-01-10,North,Camera,Distributor,66924,52,45308.28,21615.72,1600,17,4
2024-10-05,West,Phone,Retail,37128,51,28493.19,8634.81,5767,4,7
2024-09-13,North,Headphones,Retail,33150,65,23165.34,9984.66,3717,24,8
2024-03-12,West,Phone,Online,107383,73,71919.09,35463.91,3395,23,7
2024-07-02,North,Phone,Retail,16920,30,9801.88,7118.12,4834,1,10
2024-04-15,East,Headphones,Retail,82718,59,42511.36,40206.64,6309,3,8
2024-11-20,East,Tablet,Distributor,75810,70,41858.87,33951.13,7201,11,9
2024-11-30,North,Camera,Retail,73304,49,56603.35,16700.65,9460,12,5
2024-06-25,West,Headphones,Distributor,1013,1,774.55,238.45,8207,5,3
2024-02-09,East,Phone,Online,15864,24,9655.89,6208.11,2938,21,3
2024-07-31,East,Laptop,Retail,86130,87,55442.43,30687.57,3641,20,6
2024-01-12,South,Laptop,Online,81844,74,44878.24,36965.76,9399,1,9
2024-03-16,North,Phone,Retail,24696,24,19447.4,5248.6,1305,28,10
2024-05-25,North,Phone,Retail,76596,78,58227.57,18368.43,3794,7,6
2024-11-03,South,Camera,Online,94000,80,61404.7,32595.3,3747,23,10
2024-06-24,West,Camera,Distributor,6615,9,4058.06,2556.94,3166,3,0
2024-04-13,West,Phone,Distributor,8853,13,5690.36,3162.64,1639,28,8
2024-09-14,North,Laptop,Retail,53805,85,41461.89,12343.11,9835,26,0
2024-12-13,West,Camera,Retail,66960,48,34352.59,32607.41,9680,13,3
2024-09-03,West,Tablet,Distributor,135755,95,98892.33,36862.67,2600,13,2
2024-05-10,West,Phone,Online,41144,37,31394.1,9749.9,7695,8,3
2024-01-03,North,Camera,Distributor,16512,16,8291.64,8220.36,4365,22,5
2024-07-28,East,Laptop,Online,64185,55,43364.1,20820.9,5281,27,8
2024-08-04,East,Camera,Retail,79728,88,57921.72,21806.28,7770,17,8
2024-09-04,South,Tablet,Distributor,71640,72,41274.19,30365.81,6024,18,5
2024-12-27,West,Phone,Distributor,20240,16,11515.17,8724.83,3650,3,3
2024-09-17,West,Tablet,Distributor,95827,79,67593.43,28233.57,1852,5,6
2024-11-21,North,Laptop,Online,88328,61,60069.54,28258.46,2444,2,4
2024-04-23,East,Laptop,Distributor,6205,5,3817.92,2387.08,7564,19,10
2024-09-23,East,Camera,Online,133900,100,73990.64,59909.36,9099,14,0
2024-04-13,East,Phone,Online,78694,77,51524.43,27169.57,4795,19,2
2024-12-11,North,Tablet,Online,42000,84,33293.14,8706.86,2422,8,6
2024-06-29,West,Headphones,Distributor,26780,26,13513.45,13266.55,2124,29,1
2024-10-08,East,Camera,Distributor,38475,45,30356.25,8118.75,5530,7,9
2024-04-09,West,Headphones,Distributor,767,1,423.78,343.22,9294,3,8
2024-02-07,East,Tablet,Online,97614,66,56353.34,41260.66,9813,26,9
2024-05-08,West,Headphones,Distributor,79856,62,45756.05,34099.95,6565,30,7
2024-12-14,West,Camera,Online,38378,62,22157.38,16220.62,7269,20,3
2024-12-12,South,Tablet,Retail,47288,46,31242.97,16045.03,5314,7,4
2024-02-17,West,Tablet,Online,103163,71,57105.44,46057.56,6142,11,3
2024-10-20,East,Phone,Distributor,127776,88,98768.07,29007.93,9175,23,3
2024-04-30,South,Tablet,Online,21210,30,15917.73,5292.27,6833,4,1
2024-03-02,North,Headphones,Distributor,1282,1,970.64,311.36,1692,27,7
2024-07-09,East,Headphones,Distributor,36072,36,20014.97,16057.03,9374,8,6
2024-04-23,South,Laptop,Distributor,54395,55,42531.25,11863.75,1533,16,5
2024-07-20,South,Headphones,Online,92700,90,59144.56,33555.44,1137,0,10
2024-04-17,West,Camera,Online,36540,42,24987.27,11552.73,5254,5,8
2024-05-14,South,Tablet,Retail,67229,79,40994.71,26234.29,9171,13,3
2024-08-02,East,Tablet,Retail,34596,36,19165.03,15430.97,3148,18,10
2024-04-27,North,Tablet,Online,67824,72,51335.49,16488.51,4212,4,2
2024-08-30,North,Phone,Retail,40768,64,32560.12,8207.88,9470,17,5
2024-09-06,East,Tablet,Distributor,40004,73,24783.3,15220.7,3676,1,3
2024-05-10,West,Laptop,Retail,80832,96,46715.3,34116.7,6903,17,8
2024-05-11,East,Laptop,Retail,13744,16,10448.33,3295.67,4259,18,9
2024-11-28,South,Tablet,Retail,49938,42,32616.17,17321.83,8322,28,1
2024-07-14,East,Headphones,Distributor,26391,19,14522.25,11868.75,6527,13,10
2024-11-09,West,Laptop,Online,17871,21,10159.04,7711.96,6191,20,4
2024-12-29,East,Camera,Distributor,39627,51,30366.47,9260.53,6950,23,9
2024-09-23,West,Headphones,Online,32976,24,16716.53,16259.47,4844,21,4
2024-12-24,North,Phone,Online,30855,51,16311.99,14543.01,8752,17,0
2024-01-14,West,Camera,Online,10752,14,7369.75,3382.25,2381,20,6
2024-06-07,South,Phone,Distributor,35261,37,24257.6,11003.4,3150,16,2
2024-01-15,North,Tablet,Retail,59658,61,47278.63,12379.37,9856,29,4
2024-10-07,West,Phone,Distributor,47670,70,32284.47,15385.53,8480,20,10
2024-10-15,West,Camera,Distributor,85772,82,50854.08,34917.92,6688,15,8
2024-04-26,North,Headphones,Retail,43334,47,25044.54,18289.46,5973,0,0
2024-09-24,South,Tablet,Retail,63867,61,32092.86,31774.14,9059,30,7
2024-06-02,North,Headphones,Retail,56672,77,41882.32,14789.68,9981,11,3
2024-07-29,West,Headphones,Online,25872,21,18657.21,7214.79,7385,26,6
2024-04-22,East,Laptop,Retail,60345,81,39524.95,20820.05,5454,9,10
2024-09-29,East,Headphones,Online,6174,9,3340.06,2833.94,2808,20,7
2024-11-12,West,Tablet,Distributor,80240,80,44640.47,35599.53,1317,4,0
2024-09-30,North,Phone,Online,28675,37,15413.15,13261.85,8183,23,0
2024-04-29,North,Phone,Online,46208,64,27843.73,18364.27,6104,25,7
2024-07-09,West,Laptop,Retail,14993,11,10872.49,4120.51,3393,1,4
2024-07-19,North,Camera,Retail,16704,24,12840.53,3863.47,5097,26,6
2024-01-07,North,Phone,Retail,148302,99,93858.6,54443.4,1549,6,7
2024-02-18,South,Headphones,Retail,130592,88,77523.7,53068.3,6293,5,10
2024-01-22,North,Tablet,Retail,66010,82,36940.32,29069.68,1853,27,10
2024-04-21,North,Phone,Distributor,46592,56,23506.61,23085.39,5523,18,1
2024-07-21,South,Laptop,Online,97650,75,69060.56,28589.44,3539,11,1
2024-05-07,South,Headphones,Online,99704,88,59974.61,39729.39,1983,1,5
2024-11-26,South,Camera,Online,16983,17,9676.95,7306.05,6690,25,7
2024-04-08,North,Headphones,Retail,59241,93,34075.95,25165.05,1646,15,7
2024-10-13,East,Camera,Distributor,43722,63,29294.2,14427.8,9906,11,5
2024-08-27,East,Camera,Distributor,11970,21,7892.31,4077.69,8362,9,4
2024-10-04,East,Headphones,Online,115300,100,75151.08,40148.92,4039,28,0
2024-11-13,East,Camera,Online,51996,42,26986.06,25009.94,9830,26,6
2024-04-07,West,Camera,Online,62331,79,37197.89,25133.11,6276,3,1
2024-09-24,North,Laptop,Online,32062,23,16331.81,15730.19,2753,15,3
2024-02-20,North,Camera,Distributor,58650,50,37944.96,20705.04,5193,1,5
2024-04-23,North,Laptop,Online,84252,84,65591.96,18660.04,2310,14,10
2024-02-01,East,Camera,Distributor,72414,54,44224.72,28189.28,1955,26,9
2024-05-16,North,Laptop,Retail,14670,10,8285.18,6384.82,9511,3,1
2024-04-28,West,Phone,Online,79696,68,45795.63,33900.37,3931,17,8
2024-07-31,North,Camera,Retail,84303,87,59919.63,24383.37,7997,28,1
2024-03-26,South,Camera,Retail,54925,65,38296.98,16628.02,9747,19,7
2024-06-29,East,Camera,Retail,44256,48,32273.92,11982.08,8054,26,5
2024-11-07,South,Camera,Distributor,24752,28,18061.84,6690.16,5162,11,7
2024-08-17,West,Laptop,Distributor,3955,5,2684.37,1270.63,9480,4,4
2024-01-04,East,Phone,Online,21402,41,15654.64,5747.36,5521,29,8
2024-09-18,South,Laptop,Online,50976,59,27875.31,23100.69,5341,11,9
2024-05-07,South,Tablet,Retail,13008,12,8064.17,4943.83,4562,23,1
2024-06-15,West,Phone,Retail,108491,89,73000.31,35490.69,2562,19,10
2024-06-02,North,Camera,Retail,14278,11,7378.54,6899.46,6478,11,6
2024-08-01,North,Phone,Distributor,114996,84,78276.68,36719.32,1187,20,10
2024-07-14,North,Tablet,Distributor,4956,6,3280.77,1675.23,3450,10,8
2024-12-23,South,Phone,Online,108663,87,86844.58,21818.42,8300,24,9
2024-10-21,North,Phone,Retail,49590,38,30661.33,18928.67,3165,10,1
2024-08-31,North,Camera,Retail,19958,34,12365.14,7592.86,8118,24,2
2024-03-10,West,Camera,Online,56952,63,39620.06,17331.94,4212,17,9
2024-09-25,South,Phone,Online,45325,35,28510.32,16814.68,2467,3,10
2024-07-30,West,Tablet,Retail,20700,25,12489.5,8210.5,1396,24,4
2024-03-27,East,Camera,Retail,51920,80,32820.66,19099.34,4825,6,10
2024-07-10,South,Laptop,Online,52725,95,30206.92,22518.08,3419,27,4
2024-01-08,East,Laptop,Retail,56956,58,28866.69,28089.31,4424,23,8
2024-04-18,South,Camera,Distributor,74108,97,49255.14,24852.86,3315,22,10
2024-01-10,West,Camera,Distributor,36992,68,21330.95,15661.05,1984,9,3
2024-12-22,East,Laptop,Retail,123228,84,61922.1,61305.9,7367,21,4
2024-12-05,East,Laptop,Online,52744,38,40350.25,12393.75,7332,7,6
2024-09-17,North,Tablet,Retail,80388,77,42316.74,38071.26,4258,16,7
2024-10-14,North,Laptop,Online,55216,68,33133.51,22082.49,7445,23,2
2024-01-10,East,Tablet,Retail,65529,81,37407.98,28121.02,9212,8,0
2024-11-16,East,Headphones,Online,105912,72,61858.77,44053.23,3485,10,6
2024-12-02,South,Laptop,Distributor,50617,49,39895.39,10721.61,4726,13,3
2024-10-20,South,Headphones,Retail,65286,78,41440.34,23845.66,3158,6,10
2024-03-11,South,Phone,Retail,108758,89,83699.39,25058.61,3215,13,2
2024-12-01,South,Tablet,Online,75240,72,59031.83,16208.17,2939,5,5
2024-03-15,North,Tablet,Retail,42930,53,27170.45,15759.55,5485,4,3
2024-02-24,South,Phone,Online,110348,98,75597.64,34750.36,4783,19,3
2024-04-28,North,Tablet,Online,115522,89,74278.41,41243.59,9230,27,9
2024-08-28,East,Phone,Retail,62055,63,33587.51,28467.49,4166,7,0
2024-07-28,North,Tablet,Retail,36540,29,25629.22,10910.78,4323,24,3
2024-02-03,South,Headphones,Distributor,75852,63,45319.19,30532.81,8496,28,3
2024-08-06,West,Laptop,Distributor,127680,95,78409.85,49270.15,6126,12,9
2024-10-19,North,Camera,Online,56086,58,41958.11,14127.89,1694,28,3
2024-09-22,West,Laptop,Distributor,51400,50,37498.77,13901.23,1807,6,4
